HOSTID,HOSTNAME,DOMAINNAME,FQDN,FQDNDYNAMIC,DESCRIPTION,HOSTTYPE,MANAGEDBY,CPU,MEM,SCOMOS,VIRTUALOS,MANUALOS,VERSION,ARCH,DTAP,CONTRACT,CUSTOMER,STATE,CIMAPPING,HWHOST,HWSERIAL,LOCATION,PATCHINGTOOL,BACKUPTOOL,MONITORINGTOOL,ANTIVIRUSTOOL,INSCCM,HIROAUTOMATIONENABLED,CREATIONDATE
"1342","ACPSBEAPPC01","","ACPSBEAPPC01","","PCAnywhere server","Vmachine with HW Failover","AHS","1","1024","","","Windows 2003 Standard","SP2","x86","P","Atlas CTIS","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Networker","SCOM","Antivirus Exception: outdated OS","True","False","01/12/2017 00:00:00"
"1510","ACPSBEAPPCPR01","","ACPSBEAPPCPR01","","Speed","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP2","x86","P","Atlas Speed","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1511","ACPSBEAPPCST01","","ACPSBEAPPCST01","","Speed","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP2","x86","S","Atlas Speed","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"1453","ACPSBEAPPWPR01","","ACPSBEAPPWPR01","","CUMULUS","Vmachine with HW Failover","AHS","","","","","Windows 2003 Enterprise","SP2","x64","P","Atlas Speed","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1512","ACPSBEAPPWST01","","ACPSBEAPPWST01","","Speed","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP2","x86","S","Atlas Speed","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"25546","ACPSBEAPSMRQ01","emea.group.atlascopco.com","ACPSBEAPSMRQ01.emea.group.atlascopco.com","","SMARTLINK - Websphere MQ","Vmachine with HW Failover","AHS","32","32768","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Avamar","SCOM","McAfee","True","False","05/06/2018 08:33:52"
"3495","ACPSBEAPSP0001","emea.group.atlascopco.com","ACPSBEAPSP0001.emea.group.atlascopco.com","","sharepoint","Vmachine with HW Failover","AHS","2","8192","","","Windows 2008 R2 Enterprise","SP1","x64","P","Atlas Speed","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Avamar","SCOM","Symantec Endpoint Protection (SEP)","True","False","01/12/2017 00:00:00"
"1455","ACPSBEAPSYPR01","","ACPSBEAPSYPR01","","DB2","Hardware Machine","AHS","4","32768","","","Windows 2003 Enterprise","SP2","x64","P","Atlas Speed","Atlas Copco","Disposed","1","ACPSBEAPSYPR01","YK8S004710","Atos - DC Huizingen","","","","","","False","01/12/2017 00:00:00"
"1456","ACPSBEAPSYPR02","","ACPSBEAPSYPR02","","DB2","Hardware Machine","AHS","12","32768","","","Windows 2003 Enterprise","SP2","x64","P","Atlas Speed","Atlas Copco","Disposed","1","ACPSBEAPSYPR02","YK8S004711","Atos - DC Huizingen","","","","","","False","01/12/2017 00:00:00"
"11653","ACPSBEAPSYPR11","emea.group.atlascopco.com","ACPSBEAPSYPR11.emea.group.atlascopco.com","ACPSBEAPSYPR11.emea.group.atlascopco.com","Syncron + MQ","Vmachine with HW Failover","AHS","8","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas Syncron","Atlas Copco","Up","1","atobeph414.atos.vi.lan","S18-01613","Atos - DC Mechelen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","False","01/12/2017 00:00:00"
"11654","ACPSBEAPSYPR12","emea.group.atlascopco.com","ACPSBEAPSYPR12.emea.group.atlascopco.com","ACPSBEAPSYPR12.emea.group.atlascopco.com","Syncron + MQ","Vmachine with HW Failover","AHS","8","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas Syncron","Atlas Copco","Up","1","atobeph414.atos.vi.lan","S18-01613","Atos - DC Mechelen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","False","01/12/2017 00:00:00"
"1513","ACPSBEAPSYST01","","ACPSBEAPSYST01","","DB2 server ","Hardware Machine","AHS","12","32766","","","Windows 2003 Enterprise","SP2","x64","S","Atlas Speed","Atlas Copco","Disposed","3","ACPSBEAPSYST01","YK8S004714","Atos - DC Mechelen","","","","","","False","01/12/2017 00:00:00"
"11655","ACPSBEAPSYST11","emea.group.atlascopco.com","ACPSBEAPSYST11.emea.group.atlascopco.com","ACPSBEAPSYST11.emea.group.atlascopco.com","Syncron + MQ + Queue Smartlink!","Vmachine with HW Failover","AHS","4","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","S","Atlas Syncron","Atlas Copco","Up","2","eacoehuicmp509.acomgt.local","FCH21507L9D","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","01/12/2017 00:00:00"
"24925","ACPSBEAPSYST12","emea.group.atlascopco.com","ACPSBEAPSYST12.emea.group.atlascopco.com","ACPSBEAPSYST12.emea.group.atlascopco.com","Syncron Test cluster","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP2","x64","T","Atlas Syncron","Atlas Copco","Up","3","eacoemeccmp001.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","False","12/01/2018 13:07:04"
"24926","ACPSBEAPSYST13","emea.group.atlascopco.com","ACPSBEAPSYST13.emea.group.atlascopco.com","ACPSBEAPSYST13.emea.group.atlascopco.com","Syncron Test cluster","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP2","x64","T","Atlas Syncron","Atlas Copco","Up","3","eacoemecmgt002.acomgt.local","","Atos - DC Mechelen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","False","12/01/2018 13:10:46"
"1514","ACPSBEAPSYTE01","","ACPSBEAPSYTE01","","Speed","Hardware Machine","AHS","12","32766","","","Windows 2003 Enterprise","SP2","x64","S","Atlas Speed","Atlas Copco","Disposed","3","ACPSBEAPSYTE01","YK8S004713","Atos - DC Mechelen","","","","","","False","01/12/2017 00:00:00"
"1457","ACPSBEBWISE01","emea.group.atlascopco.com","ACPSBEBWISE01.emea.group.atlascopco.com","","SQL Server for BWISE","Hardware Machine","AHS","8","16384","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Speed","Atlas Copco","Disposed","1","ACPSBEBWISE01","YL6T048856","Atos - DC Huizingen","SCCM","Networker","SCOM","McAfee","True","False","01/12/2017 00:00:00"
"17051","ACPSBEDB0001","emea.group.atlascopco.com","ACPSBEDB0001.emea.group.atlascopco.com","ACPSBEDB0001.emea.group.atlascopco.com","SQL Server","Vmachine with HW Failover","AHS","8","65536","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","S","Atlas Speed","Atlas Copco","Up","2","atobeph419.atos.vi.lan","S18-01596","Atos - DC Mechelen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","True","01/12/2017 00:00:00"
"16994","ACPSBEDB0002","emea.group.atlascopco.com","ACPSBEDB0002.emea.group.atlascopco.com","ACPSBEDB0002.emea.group.atlascopco.com","SQL Server","Clustered Vmachine","AHS","10","71680","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas Speed","Atlas Copco","Up","1","atobeph771.atos.vi.lan","XAN-S30-01389","Atos - DC Huizingen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","False","01/12/2017 00:00:00"
"17053","ACPSBEDB0003","emea.group.atlascopco.com","ACPSBEDB0003.emea.group.atlascopco.com","ACPSBEDB0003.emea.group.atlascopco.com","SQL Server","Clustered Vmachine","AHS","10","71680","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas Speed","Atlas Copco","Up","1","atobeph755.atos.vi.lan","XAN-S30-01208","Atos - DC Huizingen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","False","01/12/2017 00:00:00"
"17052","ACPSBEDB0006","emea.group.atlascopco.com","ACPSBEDB0006.emea.group.atlascopco.com","ACPSBEDB0006.emea.group.atlascopco.com","SQL Server","Vmachine with HW Failover","AHS","8","65536","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","DRP","Atlas Speed","Atlas Copco","Up","2","atobeph415.atos.vi.lan","S18-01548","Atos - DC Mechelen","SCCM","DBBoost","SCOM","MS Defender – ATP – Atos Managed","True","True","01/12/2017 00:00:00"
"6307","ACPSBEDB4001","ACPSBEDB4001.acsistst.local","ACPSBEDB4001.ACPSBEDB4001.acsistst.local","","CUMULUS application and database server","Vmachine with HW Failover","AHS","4","12288","","","Windows 2008 R2 Standard","SP1","x64","T","Atlas Photoarchive","Atlas Copco","Disposed","2","","","Atos - DC Mechelen","","","","","","False","01/12/2017 00:00:00"
"7309","ACPSBEDB4002","acsis.local","ACPSBEDB4002.acsis.local","","CUMULUS application and database server","Vmachine with HW Failover","AHS","4","12288","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Photoarchive","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","BBSA","Networker","SCOM","McAfee","True","False","01/12/2017 00:00:00"
"1458","ACPSBEDBSQPR01","","ACPSBEDBSQPR01","","WEBCMS (SQL Node)","Hardware Machine","AHS","8","48000","","","Windows 2003 Enterprise","SP2","x64","P","Atlas WEBCMS","Atlas Copco","Disposed","1","ACPSBEDBSQPR01","YKAF025390","Atos - DC Huizingen","","","","","","False","01/12/2017 00:00:00"
"1459","ACPSBEDBSQPR02","","ACPSBEDBSQPR02","","WEBCMS (SQL Node)","Hardware Machine","AHS","8","32768","","","Windows 2003 Enterprise","SP2","x64","P","Atlas WEBCMS","Atlas Copco","Disposed","1","ACPSBEDBSQPR02","YKAF025389","Atos - DC Huizingen","","","","","","False","01/12/2017 00:00:00"
"3496","ACPSBEDBSQSP01","emea.group.atlascopco.com","ACPSBEDBSQSP01.emea.group.atlascopco.com","","SQL server","Vmachine with HW Failover","AHS","2","8192","","","Windows 2008 R2 Enterprise","SP1","x64","P","Atlas Speed","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","01/12/2017 00:00:00"
"1515","ACPSBEDBSQST01","","ACPSBEDBSQST01","","WEBCMS (SQL Instance 5)","Hardware Machine","AHS","8","32768","","","Windows 2003 Enterprise","SP2","x64","S","Atlas Speed","Atlas Copco","Disposed","3","ACPSBEDBSQST01","YKAF025396","Atos - DC Mechelen","","","","","","False","01/12/2017 00:00:00"
"1516","ACPSBEDBSQST02","","ACPSBEDBSQST02","","WEBCMS (SQL Instance 5)","Hardware Machine","AHS","8","32768","","","Windows 2003 Enterprise","SP2","x64","S","Atlas Speed","Atlas Copco","Disposed","3","ACPSBEDBSQST02","YKAF025391","Atos - DC Mechelen","","","","","","False","01/12/2017 00:00:00"
"9587","ACPSBEDBSYPRC1","emea.group.atlascopco.com","ACPSBEDBSYPRC1.emea.group.atlascopco.com","","Syncron PROD","Hardware Machine","AHS","20","131072","Microsoft Windows Server 2012 Standard","","Windows 2012 Standard","SP1","x64","P","Atlas Syncron","Atlas Copco","Up","1","ACPSBEDBSYPR01","HXVW522","Atos - DC Mechelen","SCCM","Networker","SCOM","McAfee","True","False","01/12/2017 00:00:00"
"9588","ACPSBEDBSYPRC2","emea.group.atlascopco.com","ACPSBEDBSYPRC2.emea.group.atlascopco.com","","Syncron PROD","Hardware Machine","AHS","20","131072","Microsoft Windows Server 2012 Standard","","Windows 2012 Standard","SP1","x64","P","Atlas Syncron","Atlas Copco","Up","1","ACPSBEDBSYPR02","4ZVW522","Atos - DC Mechelen","SCCM","Networker","SCOM","McAfee","True","False","01/12/2017 00:00:00"
"9617","ACPSBEDBSYST01","emea.group.atlascopco.com","ACPSBEDBSYST01.emea.group.atlascopco.com","","SYNCRON DB","Hardware Machine","AHS","40","131072","Microsoft Windows Server 2012 Standard","","Windows 2012 Standard","SP1","x64","S","Atlas Syncron","Atlas Copco","Up","2","ACPSBEDBSYST01","C0WW522","Atos - DC Huizingen","SCCM","Networker","SCOM","McAfee","True","True","01/12/2017 00:00:00"
"1461","ACPSBEHEAP01","emea.group.atlascopco.com","ACPSBEHEAP01.emea.group.atlascopco.com","","IBM Rational","Vmachine with HW Failover","AHS","2","8192","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Speed","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","BBSA","Avamar","SCOM","Symantec Endpoint Protection (SEP)","True","False","01/12/2017 00:00:00"
"1325","ACPSBEIS0003","","ACPSBEIS0003","","Quickr Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Chameleon","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1323","ACPSBENO0001","","ACPSBENO0001","","Domino Server","Vmachine with HW Failover","AHS","","","","","Windows 2003 R2 Standard","SP2","x86","P","Atlas Chameleon","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1327","ACPSBENO0002","","ACPSBENO0002","","Domino Server","Vmachine with HW Failover","AHS","","","","","Windows 2003 R2 Standard","SP2","x86","P","Atlas Chameleon","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1329","ACPSBENO0003","emea.group.atlascopco.com","ACPSBENO0003.emea.group.atlascopco.com","","CORPADM01 - LOTUS NOTES GENERAL ADMIN SERVER","Vmachine with HW Failover","AHS","4","8192","","","Windows 2003 Standard","SP2","x64","P","Atlas Chameleon","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","01/12/2017 00:00:00"
"1322","ACPSBENO0004","emea.group.atlascopco.com","ACPSBENO0004.emea.group.atlascopco.com","","CORPADM02 - LOTUS NOTES GENERAL ADMIN SERVER","Vmachine with HW Failover","AHS","2","4096","","","Windows 2003 Standard","SP2","x86","P","Atlas Chameleon","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","BBSA","Backup exception: No backup required","SCOM","Symantec Endpoint Protection (SEP)","True","False","01/12/2017 00:00:00"
"1328","ACPSBENO0005","emea.group.atlascopco.com","ACPSBENO0005.emea.group.atlascopco.com","","CORPADM20 - LOTUS NOTES GENERAL ADMIN SERVER","Vmachine with HW Failover","AHS","2","4096","","","Windows 2003 Standard","SP2","x86","P","Atlas Chameleon","Atlas Copco","Disposed","1","","","Atos - DC Mechelen","SCCM","Backup exception: No backup required","SCOM","Symantec Endpoint Protection (SEP)","","False","01/12/2017 00:00:00"
"1333","ACPSBENO0006","","ACPSBENO0006","","Domino Server","Vmachine with HW Failover","AHS","","","","","Windows 2003 Standard","SP2","x64","P","Atlas Chameleon","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1330","ACPSBENO0010","","ACPSBENO0010","","CORPMX01 - SMTP MAIL RELAY","Vmachine with HW Failover","AHS","2","4096","","","Windows 2003 Standard","SP2","x64","P","Atlas Chameleon","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","01/12/2017 00:00:00"
"1326","ACPSBENO0011","","ACPSBENO0011","","CORPMX02 - SMTP MAIL RELAY","Vmachine with HW Failover","AHS","2","4096","","","Windows 2003 Standard","SP2","x64","P","Atlas Chameleon","Atlas Copco","Disposed","1","","","Atos - DC Mechelen","SCCM","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","01/12/2017 00:00:00"
"1540","ACPSBENO0013","","ACPSBENO0013","","Speed","Vmachine with HW Failover","AHS","","","","","Windows 2003 Standard","SP0","x64","S","Atlas Speed","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
"1324","ACPSBENO0014","","ACPSBENO0014","","Domino Server","Vmachine with HW Failover","AHS","","","","","Windows 2000","SP4","x64","P","Atlas Chameleon","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1517","ACPSBENO0015","","ACPSBENO0015","","IBM DB2","Vmachine with HW Failover","AHS","","","","","Windows 2003 Enterprise","SP2","x64","S","Atlas Speed","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"1526","ACPSBENO0016","","ACPSBENO0016","","IBM TIVOLI DIRECTORY INTEGRATOR","Vmachine with HW Failover","AHS","","","","","Windows 2003 R2 Standard","SP0","x86","S","Atlas Speed","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"31933","ACPSBENO0033","emea.group.atlascopco.com","ACPSBENO0033.emea.group.atlascopco.com","ACPSBENO0033.emea.group.atlascopco.com","CORPADM01 - LOTUS NOTES GENERAL ADMIN SERVER","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph421.atos.vi.lan","XAN-S18-01598","Atos - DC Huizingen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","True","11/03/2019 21:09:22"
"31934","ACPSBENO0044","emea.group.atlascopco.com","ACPSBENO0044.emea.group.atlascopco.com","ACPSBENO0044.emea.group.atlascopco.com","CORPADM02 - LOTUS NOTES GENERAL ADMIN SERVER","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas Chameleon","Atlas Copco","Up","1","eacoehuicmp507.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","Backup exception: No backup required","SCOM","Symantec Endpoint Protection (SEP)","True","True","11/03/2019 21:09:23"
"6269","ACPSBEWW4001","","ACPSBEWW4001","","Photo Archive External Web server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Photoarchive","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"6270","ACPSBEWW4002","acsis.local","ACPSBEWW4002.acsis.local","","Photo Archive internal web server","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas Photoarchive","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Networker","SCOM","McAfee","True","False","01/12/2017 00:00:00"
"6271","ACPSBEWW4003","","ACPSBEWW4003","","Photo Archive external web server (test)","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP1","x64","T","Atlas Photoarchive","Atlas Copco","Disposed","2","","","Atos - DC Mechelen","","","","","","False","01/12/2017 00:00:00"
"6272","ACPSBEWW4004","ACPSBEWW4004.acsistst.local","ACPSBEWW4004.ACPSBEWW4004.acsistst.local","","Photo Archive internal web server (test)","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP1","x64","T","Atlas Photoarchive","Atlas Copco","Disposed","2","","","Atos - DC Mechelen","","","","","","False","01/12/2017 00:00:00"
"1462","ACPSBEWWACPR01","","ACPSBEWWACPR01","","Web Server","Vmachine with HW Failover","AHS","","","","","Windows 2003 Enterprise","SP2","x86","P","Atlas Shoponline","Atlas Copco","Disposed","2","","","","","","","","","False","01/12/2017 00:00:00"
